,Date,Company,Title,City,Region,Country,Level,Type,Requirements,Industry,Link
554,,,Support Analyst - Data Centre Operations, Sydney, New South Wales, Australia , Entry level,Full-time ,Computer Systems Officer Level 4 Ongoing Full-Time Parramatta About Us  The NSW Police Force (NSWPF) is one of the largest police forces in the western world  with more than 20 000 employees  including more than 4 000 administrative employees who support the sworn officers that provide a range of law and order services 24 hours a day  seven days a week to the socially  geographically and culturally diverse community of NSW.  About The Role  At a senior level the Support Analyst mentors and supports the Operational team as they maintain all the NSW Police Data Centres  mainframes and open system environments.  For more information on this role (e.g. essential requirements  key accountabilities and capabilities required for the role)  click here to view the role description.  To Be Successful In This Role  You Will Have Extensive experience in mainframe Operations in a ZOS environment Ability to plan and prioritise high volumes of work with conflicting and critical deadlines Ability to make decisions in relation to the prioritisation of work tasks Strong foundation with Incident  Problem and Change Management What We Can Offer You  At NSWPF our people have access to a range of benefits that help balance life at work and at home. Some of the benefits available when you join the NSWPF include: competitive salary  flexible work options  opportunity to purchase leave  annual leave loading  corporate wellbeing programs including seminars and the Fitness Passport  free annual influenza vaccination  salary packaging options via superannuation contributions or a novated vehicle lease  convenient location for public transport and to shops etc  and in-house gym facilities. How To Apply  Applications can only be submitted electronically via the I Work for NSW website.  To be considered for this role  attach a cover letter (2 pages maximum) and an up-to-date resume that clearly details your skills & experience as relevant to this role.  Please do not attach copies of qualifications  certificates or documentation (other than what has been requested) - you can bring these if called for interview.  Please address each of the following Target Questions (300 word limit per question) in the text boxes provided in the online application or attach as a separate document.  Target Question 1  Outline your knowledge and experience in mainframe Operations  support and administration of ZOS. In your response please ensure you provide details on the following: ZOS system software including JES2  VTAM  Tivoli Workload Scheduler (TWS)  System Automation (CNMS) and Netview Practical experience in any similar mainframe environments Target Question 2  Provide your background experience relating to your ability to perform multiple tasks concurrently  respond to technical emergency situations effectively while dealing with day to day operational issues. In your response please ensure you address the focus capabilities of the role namely: Technology Think and Solving Problems Commitment to Customer Service Managing oneself and Communications Your application must stand on its own merits  and the completeness and relevance of your application will determine if you proceed through to the selection process.  If you require any further information about this opportunity  please contact the hiring manager David Hartigan via (02) 8835 9486.  To be eligible to apply for this role  you must meet one of the following statuses: an Australian Citizen  a permanent resident of Australia  or a New Zealand citizen. All NSW Police Force employees are required to be fully vaccinated with a COVID-19 vaccine or have a valid medical contraindication certificate that can be accommodated in the workplace. You are required to provide a record of your COVID-19 vaccination status (including medical contraindication) as part of your application for consideration by NSWPF.  Prior to commencement  the successful candidate will be required to undergo a rigorous National Police (criminal history) Check and obtain and maintain a Security Clearance as determined by the NSW Police Force.  Our Commitment To Diversity  The NSW Police Force is a proud employer of a diverse range of people. We are committed to reflecting the diverse community we serve and creating an inclusive and respectful workplace for all employees. Differences are embraced  contributions are valued  and everyone has a sense of connection and belonging.  We welcome people with diverse skills  experiences  perspectives and backgrounds and encourage applications from Aboriginal or Torres Strait Islander peoples  and individuals who may identify as LGBTIQ  with disability  a culturally and linguistically diverse background  and people of all ages.  If you identify as a person with disability and require further information on the role or you require specific arrangements to participate in the recruitment process  please contact the HR Diversity Team on 0429 275 709 or by email at HRDiversity@police.nsw.gov.au .  If you identify as Aboriginal or Torres Strait Islander and would like assistance with your application  please contact the NSWPF Aboriginal Employment & Engagement team at hraboriginal@police.nsw.gov.au .  This recruitment may be used to create a Talent Pool for similar future roles (ongoing or temporary) that may arise over the next 18 months.  For more information on applying for roles with the NSW Police Force click here  Thank you for your interest in this role. We look forward to receiving your application., Government Administration,https://www.linkedin.com/feed/?doFeedRefresh=true&nis=true
555,,Canva,Lead Data Analyst - Revenue Platform,,, Australia , Mid-Senior level,Full-time ,At Canva  our mission is to empower the world to design  and we’re looking for insightful data analysts who can help us make that happen.  We're looking for self-motivated individuals who are curious about our product and our users  and who are excited to seek out valuable insights. We don’t want you to just be a resource that answers questions - we want you to act as a genuine data partner with your team and the broader business. We have a LOT of data and need people who can use their skills to help us make the most of it!  You’ll be coming into a diverse data team of more than forty people  who really do enjoy finding answers to the problems that our users have. We’re looking forward to continuing to grow our team and gaining a range of new perspectives and ideas on how we can achieve our goals and help more people.  This role will rely on your particular strengths in building out data-driven decisions  communicating closely with stakeholders  and organising your fellow data team members such that the data attitude in this space is highly proactive.  About the Revenue Platform Group The Revenue Platform Group is deeply rooted within the Businesses and Education Super-Group. Owning the strategy and roadmap for enabling everyone  across the planet  to access the paid features of Canva  be this through a subscription or a one off transaction. No two countries are the same  it is our job to understand  evaluate and prioritise what works best and for who. We do everything from building out complex new payment integrations to enabling other Canva groups to achieve their goals and monetise their features.  Role Responsibilities Coach a team of data specialists in the Revenue and Payments teams. This role will act as a driver of data strategy in this group and will coordinate closely with Product Managers across the Group  to prioritise and assess impact of new initiatives (e.g. new payment methods offering  payment success rate optimisation strategy) Find insights that help us understand both Canva and our customers - we want you to be creative and insightful  rather than just throwing the usual metrics at the wall to see what sticks Suggest and run interesting experiments that will actually move our metrics - when we push tests to 100% we want to actually see the bump in the relevant graph Build and maintain dashboards for our Revenue Platform teams  and make them look really good - you don’t need to be a designer or have any design talent  you just need to want to build cool things Own projects  data models  dashboards  and other artefacts and keep them up-to-date and high quality in a hypergrowth environment Use our giant databases to answer the sort of questions that sound really simple but turn out to be challenging (and fun!) Help us extend data literacy and curiosity throughout the whole company  Required Skills & Experience Experience working in data teams at a global e-commerce/ fintech company or bank Experience working with subscription-based data sets  including revenue and invoice data Experience working with payment related metrics and an industry knowledge of payment processing and digital payments  with strong interest in the consumer payments landscape Experience tracking and analysing customer churn  and building models to explain and predict churn Strong competency with SQL  experience with data warehouses such as Snowflake  Redshift  or BigQuery is a plus! Experience wrangling and analysing data using Python or R Experience with optimising product funnels  running experiments  and building dashboards that effectively communicate results and outcomes A grounding in mathematics / statistics and a bachelor's degree in a STEM area is preferred  but not required Experience with very large data sets is a huge plus  but not required Strong communication skills - verbal and written - be able to break down complex topics into simple solutions and ideas. Stakeholder management skills are vital in this role.  Perks & Benifits: Competitive salary  plus stock options via our ESOP plan Flexible daily working hours  we value work-life balance Breakfast and lunch prepared by our wonderful Vibe team Onsite-Gym and Yoga Membership End-of-Trip Facilities: Bicycle parking and showers Generous parental (including secondary) leave policy Pet-friendly offices Internal Coaching and Employee Support Programs Sponsored social clubs  team events and celebrations Relocation budget for interstate and qualified overseas individuals (see below for visa information)  The Canva workspace is set up for you to do your best work and have a great time doing so  with breakout areas  little nooks  and quiet places to retreat.  If you're seeking professional growth and enjoy working on large  distributed  cloud-based applications that delight our millions of individual and business users alike - then apply now to be considered for the position!  If you require visa sponsorship  you must ensure you have at least two (2) years of post-University commercial experience as a Software Engineer and meet the mandatory sponsorship requirements laid out by the Department of Home Affairs.  We will not accept or review any CVs from external recruitment agencies., Software Development,https://www.linkedin.com/feed/?doFeedRefresh=true&nis=true
556,,TrafficGuard,Data Analyst (advertising), Perth, Western Australia, Australia ,,Full-time,Posted by Emma Nylin Finance & Administration Manager at TrafficGuard Send InMail TrafficGuard is looking for an experienced Data Analyst dedicated to customer success.  TrafficGuard is a SaaS solution  helping businesses verify their advertising traffic and prevent invalid traffic from impacting their advertising campaigns. This role will primarily focus on analysing and communicating insights over large volumes of advertising data to present a clear story to the business stakeholders on advertising fraud and invalid traffic. The ideal candidate will be a curious  consultative  data detective with proficiency in ad analytics and a relentless need to “figure-it-out”. Working in our Perth office or remote  you will be part of a growing and innovative  award-winning company transforming the online advertising ecosystem.  Your role:  Working as a part of a high performing customer success team on a day-to-day basis Supporting customers in their understanding of their advertising performance by collecting and analysing data and surfacing useful insights. Triage customer and internal inquiries by acting as the first line of analysis Working alongside a multi-award-winning product team defining new capabilities and product features. Employ data visualization and storytelling to communicate and engage stakeholders. Present a clear story to the key stakeholders and build automated routines for continued consumption of the insights. Assist in research for case studies and white papers on fraud and invalid traffic patterns Providing thought leadership in both using data to solve business problems and in arriving at innovative statistical solutions  To the role  you will bring:  2+ years experience in a similar role Consulting or customer-facing experience Intermediate SQL skills - both in query development and performance tuning Business analysis skills Experience with BI application such as Tableau  PowerBI  Domo  or Microstrategy Experience with media  ad agency  ad tech  or e-commerce companies Experience with Google Ads and Mobile marketing platforms would be a bonus Demonstrated data visualisation literacy and the ability to select visualisations appropriate for a given business need Ability to communicate effectively with both technical and non-technical stakeholders Ability to prioritise workload and meet deadlines Willingness to learn and a strong drive to progress  Additional benefits include: Attractive career growth and salary packaging Hybrid workspace  flexible work hours  employee wellness plan and awesome events,11-50 employees,https://www.linkedin.com/feed/?doFeedRefresh=true&nis=true
557,,ChandlerWoods,Data Lead / Analyst, Sydney, New South Wales, Australia , Associate,Full-time ,This job is sourced from a job board. Learn more Work remotely  NFP salary sacrifice opportunities.  permanent role. 489 Visa applicants welcome  Our client is seeking a highly experienced Data Analyst to support the IT Transformation Program  working closely with various business and IT Transformation functions to support the migration and conversion of legacy to the new core / enterprise systems.  Systems and Data Analysis Support various projects to evaluate and develop data migration / conversion strategies Identify opportunities ongoing for improvement within processes  system data  reporting Strong data analysis techniques and skills Developed data mapping against requirements skillset Support process mapping within system integration projects Sound understanding of Data warehousing and business reporting Vendor engagement to determine suitable format for extraction of legacy data Perform profiling  cleansing and mapping of large volumes of data Data migration planning  analysis  design  cleansing  mapping and execution of large volumes of legacy data. Identify and separate historical data and locate this on a separate secure site for ease of access Work closely with system owners to map data fields and load data Testing  staging and redundancy planning Regular reporting to stakeholders on progress  milestones and emerging risks and issues Requirements  ETL Experience of products like SSIS  Talent etc. 5+ years in performing complex source and target data analysis 5+ years in large  phased data migration exercises Direct experience in application testing and release management Demonstrated ability to deliver work within time constraints through planning and prioritisation Solid understanding of database architecture Strong data analysis and analytical skills Confident communicator and organised, Business Consulting and Services,https://www.linkedin.com/feed/?doFeedRefresh=true&nis=true
558,,Betfair Australia,Insights Analyst, Melbourne, Victoria, Australia , Entry level,Full-time ,We are on the hunt for a highly passionate and analytical Insights Analyst to join our Analytics & Insights team and be key member of the data user community at Betfair. You will be responsible for providing value-add insights to understand the behaviour of the Betfair Exchange while also having an excellent grasp of how to communicate those findings to the business. We can guarantee you that this role will provide you with loads of personal growth opportunities  an incredible workplace culture and the opportunity to get stuck into amazing projects.  We have a team full of passionate energetic great people. Being a strong data-driven business  using cutting edge data storage and analysis tools  we service a sophisticated customer base  offering a different way for punters to engage with racing and sport! We live and breathe innovation  sport and advanced thinking in our ‘every day’. We work on incredible projects that will stretch and challenge you. Yes  work can be that good…  What are we looking for? A person who has a passion for delving deep into datasets to answer difficult questions Someone who enjoys assessing and satisfying reporting needs A gun who is passionate about digging into data to answer key questions and solve business problems A person who is driven by knowledge and has a passion for racing  sports and wagering Someone who enjoys collaborating with others and achieving common goals  Requirements  With great progression  career development opportunities and the chance to work with the latest technology  a normal day in the role of the Insights Analyst includes: Applying advanced SQL coding to extract data from the exchange database Analysing data using sophisticated tools such as R or Python to understand business trends  performance of initiatives and to uncover deep lying insights Learning and adopting new techniques and best practices in analytical tools and methods to continuously improve the standard of insights produced Translating analytical insights into concrete  actionable recommendations and present to leadership Interacting with stakeholders to identify questions and issues for data analysis or opportunities to build reporting that streamlines internal processes Designing and building reports or Shiny applications for the RStudio Connect server to explain ongoing performance and improve the day-to-day operation of internal teams Preparing and maintain documentation for reports Assisting in the delivery of cross team projects related to embedding new data sources or improving the integrity of existing ones  But there is a catch. To be in the running for this great role  you should have: Good experience with SQL or relational databases Strong skills with data wrangling languages like R or Python A passion for sports  racing  stocks or probability A curiosity to ask questions no one else has thought of and the drive to answer hard questions with data Excellent consulting and internal customer service skills Ability to work as a member of a team in a fast-paced environment Willingness to learn & grow with the business Self-motivated with strong personal drive High level of numeracy Able to take initiative. You get things done  Benefits  Sound like you’d be a good fit? Well check out what we provide our passionate people: One of the most flexible working environments you will ever see... ask us about it! An organisation that truly (yes really) values it's people with a vibrant and engaging culture A focus on personal and professional development opportunities A workplace that offers health and wellbeing initiatives A generous bonus scheme - if we win you win! And we like to win Highly flexible working options but great ability to stay connected with the team  Interested?  If you think you have what it takes  then hit the apply button now! We expect a cover letter and CV and we want you to stand out from the crowd!  We care about diversity and inclusion at Betfair and strongly encourage applications from across all cultural backgrounds  genders and abilities., Gambling Facilities and Casinos,https://www.linkedin.com/feed/?doFeedRefresh=true&nis=true
559,,Avance Clinical,Biostatistician / Senior Biostatistician / Principal Biostatistician, Adelaide, South Australia, Australia , Associate,Full-time ,Avance Clinical - our most important asset is our people. We offer a fun  friendly work environment and a culture that values honesty and respects its people.  Avance Clinical is a Contract Research Organisation which offers specialised services supporting clinical drug development for the pharmaceutical and biotechnology industry.  Responsibilities Preparation and review of statistical analysis plans and randomization schedules. Preparation and review of listings  tables and figures for interim analyses and clinical study reports. Perform statistical analyses. Review CDISC SDTM and ADaM specification documents. Assist with preparation and review of clinical study reports. Liaise with Clinical Project Managers  the Data Management team  and external vendors (e.g. bioanalytical laboratories). Communicate with clients including discussion of processes  timelines and study results. Review of Case Report Forms for data capture. Monitor and report on study budgets and identify changes from contracted scope of work. What You’ll Need To Succeed Ordinary degree in the appropriate discipline or appropriate industry experience. Higher degree in relevant discipline to Biostatistics / Scientific research data analysis Minimum 2-3 years’ experience in statistical analysis in pharmaceutical / health research. Working knowledge of ICH GCP Guidelines  medical terminology and clinical trials processes. SAS programming experience (highly desirable). Working knowledge of CDISC SDTM and ADaM implementation and requirements (highly desirable) Understanding of pharmacokinetics (desirable). Ability to communicate at a high level with clients  senior management and other stakeholders. Ability to work under pressure in a multi-disciplinary team environment. Benefits Reputable growing CRO with stability Challenging and stimulating environment where what you do matters A diverse and inclusive culture with a strong emphasis on team collaboration Training and career development opportunities Attractive remuneration To apply To apply for this role please click on the 'APPLY' link and submit your CV along with a cover letter outlining your skills and experience - please submit as one PDF document. You must also have full Australian working rights to be considered. No agencies please www.avancecro.com, Biotechnology Research,https://www.linkedin.com/feed/?doFeedRefresh=true&nis=true
560,,EY,Data Migration Analyst, Melbourne, Victoria, Australia , Mid-Senior level,Full-time ,At EY  you’ll have the chance to build a career as unique as you are  with the global scale  support  inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better  too. Join us and build an exceptional experience for yourself  and a better working world for all.  The opportunity  EY DnA is the data and advanced analytics capability within EY Asia-Pacific  with over 500 specialist employees working across multiple industry sectors.  As a Data Migration Analyst/Data Consultant  you will support our clients in defining and implementing a data journey aligned with their strategic objectives.  Some of your responsibilities will include: Documenting as-is and to-be processes and data flows Contributing to  or leading  workshops and interviews to gather requirements Designing target state conceptual  logical  and physical data models Contributing to reporting requirements and design Data and Information Governance process/operating model design  To qualify for the role  you must have Experience in process mapping of complex processes and data flows Experience in requirements gathering and reporting design Experience with data migration or data transformation Experience in complex problem solving and mediating decision making Industry experience in one or more of: Finance/Travel & Expenses  HR  or Procurement Due to the nature of the client  you must be an Australian Citizen.  Ideally  you’ll also have Exposure to SAP S/4HANA Experience in engaging with both technical and non-technical stakeholders Consulting experience and background  including engaging directly with clients Experience in a delivery role on Data Migration  Business Intelligence  Data Warehousing  Big Data or analytics projects Experience with master data management Experience with the Australian Public Service  What We Offer  A tech career @ EY means working with 40 000 fellow technologists who are creating cutting edge applications in blockchain  AI  cloud  analytics  robotics and cyber  harnessing tech to power the human enterprise and build a more equitable  sustainable world. We offer world class training and a free Tech MBA to all our people.  Globally at EY  we are committed to offer Continuous learning: You’ll develop the mindset and skills to navigate whatever comes next. Success as defined by you: We’ll provide the tools and flexibility  so you can make a meaningful impact  your way. Transformative leadership: We’ll give you the insights  coaching and confidence to be the leader the world needs. Diverse and inclusive culture: You’ll be embraced for who you are and empowered to use your voice to help others find theirs.  We hold a collective commitment to foster an environment where all differences are valued and respected  practices are equitable  and everyone experiences a sense of belonging. If you require any adjustments to the recruitment process in order to equitably participate  we encourage you to advise us at the time of application via contactrecruitment@au.ey.com or phone +61 3 8650 7788 (option 4).  The Exceptional EY Experience. It’s Yours To Build.  EY | Building a better working world  EY exists to build a better working world  helping to create long-term value for clients  people and society and build trust in the capital markets.  Enabled by data and technology  diverse EY teams in over 150 countries provide trust through assurance and help clients grow  transform and operate.  Working across assurance  consulting  law  strategy  tax and transactions  EY teams ask better questions to find new answers for the complex issues facing our world today.  The preferred applicant will be subject to employment screening by EY or by their external third party provider., Accounting,https://www.linkedin.com/feed/?doFeedRefresh=true&nis=true
561,,Agoda,Data Engineer in Business Intelligence Team (Bangkok based  relocation provided), Melbourne, Victoria, Australia , Entry level,Full-time ,About Agoda  Agoda is an online travel booking platform for accommodations  flights  and more. We build and deploy cutting-edge technology that connects travelers with more than 2.5 million accommodations globally. Based in Asia and part of Booking Holdings  our 4 000+ employees representing 90+ nationalities foster a work environment rich in diversity  creativity  and collaboration. We innovate through a culture of experimentation and ownership  enhancing the ability for our customers to experience the world.  Get to Know Our Team  The Data department oversees all of Agoda’s data-related requirements. Our ultimate goal is to enable and increase the use of data in the company through creative approaches and the implementation of powerful resources such as operational and analytical databases  queue systems  BI tools  and data science technology. We hire the brightest minds from around the world to take on this challenge and equip them with the knowledge and tools that contribute to their personal growth and success while supporting our company’s culture of diversity and experimentation. The role the Data team plays at Agoda is critical as business users  product managers  engineers  and many others rely on us to empower their decision making. We are equally dedicated to our customers by improving their search experience with faster results and protecting them from any fraudulent activities. Data is interesting only when you have enough of it  and we have plenty. This is what drives up the challenge as part of the Data department  but also the reward.  The Opportunity  As a Data Engineer in Business Intelligence Team  you will work closely with product managers and BI team to interpret business questions into data needed. You make a design  development  until support and maintain the data pipeline. You will work with variety of data sources  data technology and data tools both in-house and enterprise licenses to build data pipeline and generating data reports.  In This Role  You’ll Get to  Works professionally to understand data needed for finance data analytics and be able to design proper data pipeline solution which is measurable and scalable Develop data pipeline on Bigdata platform by the following technology stack: Scala  Golang  Python3  scripting (Bash/Python)  Hadoop  etc Ensure delivered data achieve team’s standard quality checklist and always have visibility on it Be responsive to work within a deadline Keep catching up on data technology and have up to date data insight with the team  What You’ll Need To Succeed  Bachelor’s or advance degree in IT/Statistic related field More than 3 years of experience in data technology Fluent in English and Interpersonal skills Experience in ETL tools or data pipeline language such as Python  Scala Knowledgeable in using Databases and writing SQL queries Good time management and multitasking skills Self-motivation and ability to work well independently as part of the scrum team  It’s Great If You Have  Experience on data warehouse design Experience with ‘Big Data’ technologies / tools Ex. Tensorflow) Experience with third-party libraries and APIs Experience with automate operation tasks with Shell Script  Python Knowledge in business analysis or data modeling Hungry to learn new tools  languages and technologies  #sydney #kyiv #melbourne #london #tokyo #dhaka #edinburgh #amsterdam #munich #moscow #dublin #seoul #hcmc #telaviv #moscow #taipei #manila  Equal Opportunity Employer  At Agoda  we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex  age  race  color  national origin  religion  marital status  pregnancy  sexual orientation  gender identity  disability  citizenship  veteran or military status  and other legally protected characteristics.  We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy .  To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias  Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes., Internet Publishing,https://www.linkedin.com/feed/?doFeedRefresh=true&nis=true
562,,Talent Insights Group,Senior Analyst | Customer Analytics, Sydney, New South Wales, Australia , Entry level,Contract ,Posted by Sophie Monaghan Principal Consultant at Talent Insights Group Send InMail Newly created Customer Analytics scrum team | E-comm Attractive daily rate  contract for 12 months with the potential to move to a permanent role SQL  Tableau and Python  My client is a leading e-comm business with an exceptional reputation in their field  they are looking for a technically strong and commercially focused Senior Customer Analyst for their growing and high performing team.  Your role will see you developing customer insights and driving recommendations to enhance their overall customer engagement. You will interact with multiple business stakeholders across the group and have the ability to solve some complex solutions for the business.  Experience required: 3-5 + years experience in a customer analytics / insights role Experience in e-comm would be highly desirable for the role Technically you will be strong in using SQL Python  R and Tableau Excellent communication skills and strong business acumen to closely work with stakeholders. The successful applicant will ideally have extensive experience in customer analytics and working closely with marketing or commercial teams with a proven ability to communicate clear and actionable recommendations from analytics and will have used Tableau for visualisation.  This will be an ongoing daily rate contract with possibility of becoming a permanent role.  This is a great opportunity to work for a leading brand name who offer an excellent remuneration and benefits package . For more information  please contact Sophie Monaghan on 0409 290 192 or apply online or alternatively please email me on sophie@talentinsights.com.au, Staffing and Recruiting,https://www.linkedin.com/feed/?doFeedRefresh=true&nis=true
563,,Temple & Webster,Senior Data Analyst - Product, Sydney, New South Wales, Australia , Mid-Senior level,Full-time ,Posted by Isabel Elias People & Culture Manager at Temple & Webster Send InMail Temple & Webster is Australia’s number one online retailer of furniture and homewares  with a vision to make the world more beautiful  one room at a time. To realise our vision we need an experienced Senior Data Analyst - Product to join our team.  You will be part of the Insights & Analytics team  working closely with the Product team. You will work collaboratively with the Product team to deliver actionable data-driven recommendations to improve online shopping experience for Temple & Webster customers  champion analyses relative to our website and application  and help measure the impact of various initiatives.  What we're looking for Main responsibilities of this role include: Working closely with the Product Team to assist in developing and executing the Product Data & Reporting Strategy & Roadmap Working with the Product Team to define both strategic and operational metrics and ensure they are accurately tracked Defining  prioritizing and executing a wide range of analysis for the Product Team. Supporting and empowering the Product team with recommendations based on data Champion insights to key stakeholders Partnering with our Data Engineering & BI team to design and implement automated dashboards covering the most commonly viewed reports Partnering with our Data Science team when needed to embed Data Science projects within the Product Team.  What you already have Minimum 5 years’ of experience with turning raw data into actionable  value-adding insights and recommendations  with a proven track record of success  ideally in an e-commerce environment SQL expertise Capable of working with high volumes of structured and unstructured data Experience analysing product funnels  analysis and running experiments  and building dashboards that effectively communicate results and outcomes Experience leveraging and analysing customer behavioural data Proven analytical and problem solving skills  with the ability to overlay commercial acumen to develop insights and recommendations Stakeholder management  Experience working closely and communicating effectively with internal and external stakeholders with capability of managing and prioritising a number of competing tasks for different stakeholders Nice to have… Prior experience in using Tableau Experience with Big Query Prior experience leveraging AB testing tools (Sitespec  Optimizely..)  Additional benefits Amazing culture Competitive salary Generous employee discounts across our entire range Flexible working arrangements Paid leave on your birthday Paid parental leave Free breakfast daily Free mindfulness practice daily Regular celebrations and team socials Opportunities to volunteer with our charity partner Complimentary access to Travel Club, Retail,https://www.linkedin.com/feed/?doFeedRefresh=true&nis=true
564,,XPT Software,Data Analyst/Data Engineers, Melbourne, Victoria, Australia , Associate,Contract ,Total Yrs. of Experience*  5+ yrs. of experience  Relevant Yrs. of experience*  2+ Years of experience  Detailed JD *(Roles and Responsibilities)  Job Title: Data Analyst/Data Engineer - SQL/Teradata/shell scripting  Skill/Competency Requirements GIT Bash Shell Scripting Advanced SQL coding Teradata Database  but minimum of strong SQL knowledge> Good ETL/Datawarehousing understanding Some appreciation of Financial Services Data domain Jenkins UNIX environment Control-M Attitude Collaborative & Persuasive  Self-motivated  Committed  Always-on learner Delivering high quality  fit for purpose. Additional skills*  Additional Skills Mainframe general knowledge  OPC  OMCS  File-aid etc COBOL (would be handy with upgrade project  but understand not likely to have COBOL and key skills above) JCL Endevor Python Domain*  Banking experience must, IT Services and IT Consulting,https://www.linkedin.com/feed/?doFeedRefresh=true&nis=true
565,,Symbio,Reporting and Insights Analyst, Sydney, New South Wales, Australia , Mid-Senior level,Full-time ,This purpose of this role is to provide reporting  analysis and insight for the different functions and customers across The Operations group. As the Reporting and Insights Analyst you will have advanced Power BI experience to provide a high level of analysis and insights into emerging business trends  highlighting areas for investigation and identifying opportunity areas through the enhancement of data quality and integrity  as well as analysis of data.  Where needed you will build  design and provide insights and identify improvement opportunities through the reporting suite that is delivered to the business units.  Reporting to the Head of Operations  the RI Analyst will be a specialist in report development (analysis  design and creation) for internal and external customers through to C-Level execs.  Key to the success of this role is identifying  researching and explaining trends and exceptions through data analysis.  What you'll do as a Reporting and Insights Analyst:    Work closely with both internal and external stakeholders to gain positive business outcomes Identify and effectively manage any risks or issues Ensuring the customer focus is maintained throughout the requirements gathering process Support and maintain the vision for BI and analytics products across the business Act as an advisory  influencing stakeholders and technical teams on the strategy and delivery of reporting and analysis in the business Create processes for on-going support for data and analytical products to enhance both internal management and external customers Own  develop and where possible productise reporting tools Identify  research and explain trends and exceptions through data analysis  Qualifications  3+ years’ experience using PowerBI software such as Cognos  Tableau etc with proven delivery abilities 3+ years’ experience working across Telco/ISP/Large enterprise   desirable Excellent verbal and written communication skills along with excellent attention to detail Advanced understanding of data capture  data flow and data analysis Stakeholder management up to and including senior leadership. Advanced data handling and visualisation skills Advanced detailed understanding of data capture  data flow and data analysis Advanced analytical skills for process development and problem-solving. Excellent time management skills  with ability to work in a team environment Advanced SQL and databases experience such as Oracle  DB2  SQL Server We strive for a healthy  inclusive and flexible workplace. We nurture diversity  continuous learning in the latest technology and thinking. Innovative benefits include parental leave for mums and dads  remote working  and a comfortable  fun work environment with social events  prayer rooms  pool tables and fully stocked bar!  This is a great time to join Symbio as we expand into Asia and work towards our 'Vision 2030' of People  Planet & Profit. If this sounds like the next great step in your career  we'd love to hear from you.  Apply Now!  Symbio is an equal opportunity employer. All applications will be treated with the strictest confidentiality. You will need to have current work rights to work in Australia and be prepared to undergo relevant background checks. No recruiters please.    Additional Information  Life at Symbio  Symbio is committed to a strong culture that is diverse and inclusive and we encourage our employees to bring their whole self to work.  We ensure our employees have equal access to a range of learning and development opportunities  and encourage everyone  regardless of gender  ethnicity  disability  sexual orientation or life stage to embrace these opportunities  enabling them to develop themselves and their career.  Our employee’s happiness  health and wellbeing is important at Symbio. We provide all employees with flexible working options to ensure that work doesn’t compromise life outside Symbio and also supports their wellbeing. We regularly enhance our employee benefits such as an employee share gift plan  paid birthday leave  up to 12 weeks paid parental leave for both parents as the primary carer  reward and recognition programs and social clubs.  At Symbio  our diverse backgrounds and unique experiences allow us to continue to innovate and create the brands  networks and technologies to power the future of global communications., Software Development,https://www.linkedin.com/feed/?doFeedRefresh=true&nis=true
566,,Jobs via eFinancialCareers,Data analyst e-commerce, Sydney, New South Wales, Australia , Entry level,Full-time ,Big marketing firm - working with banks - good pay rate  Your new company  A large marketing firm  Your new role Generating website performance reports through Adobe & Google Analytics and provide insights into consumer purchase decision journey. To track Key performance index and attribution analysis: traffic source and campaign type  visit device type  visit frequency  visit page type  visitor demographic profile. Performance analysis for various types of campaigns  i.e. CRM campaign through SAP Hybris platform  landing page personalisation campaign through Adobe Analytics. Research  design and deploy algorithm with machine learning model and running web analytics tag audit for digital media campaign tag and web analytics tag. Dashboard building and continuous system enhancements and transfer analysis results from excel to Dashboard and automate the reporting process. Utilise analytic tools or your own SQL query based on the given dataset and Effectively communicate findings and contribute to client meeting/ presentations. What you'll need to succeed 2 years + hands-on experience in a similar role . Extensive experience in web analytics using Adobe analytics and Google Analytics digital media performance and attribution analysis. Experience with analytics code tagging and auditing and ability to analyse with SQL based raw data and ability to use dashboard tools. Basic coding skills to automate data processing and ability to data import and export based on Java script. Demonstrative Campaign analysis experience (Google AdWords/ Double Click / Facebook Ad / CRM campaign) will be beneficial. Excellent communication and organizational skills with extreme attention to detail. What you'll get in return  A good pay rate and good environment to work in and grow in.  What You Need To Do Now  If you're interested in this role  click 'apply now' to forward an up-to-date copy of your CV  or call us now.  If this job isn't quite right for you but you are looking for a new position  please contact us for a confidential discussion on your career.  Navita  Recruitment Partner at Hays.  E: Navita.Navita@hays.com.au  LHS 297508 #2635481, Staffing and Recruiting,https://www.linkedin.com/feed/?doFeedRefresh=true&nis=true
